timestamp,price,market,surface,remote_support,lighting,advertiser_type,no_of_rooms,url,is_for_sale,posting_id
17-10-2023,498000,primary,45.51,FALSE,null,developer,2,https://otodom.pl/pl/oferta/ja-sielska-mieszkanie-2-pok-b0-10-ID4nhyr,TRUE,4nhyr
17-10-2023,410000,secondary,41.12,FALSE,null,agency,2,https://otodom.pl/pl/oferta/mieszkanie-w-opolu-41-12-m2-2-pokoje-ID4nhg9,TRUE,4nhg9
17-10-2023,426400,primary,32.8,TRUE,null,agency,2,https://otodom.pl/pl/oferta/mieszkanie-premium-32-8m2-lodz-centrum-ID4nxDN,TRUE,4nxDN
17-10-2023,240000,secondary,22.5,FALSE,null,agency,1,https://otodom.pl/pl/oferta/gotowiec-inwestycyjny-ID4nyho,TRUE,4nyho
17-10-2023,250000,secondary,35.82,FALSE,null,agency,1,https://otodom.pl/pl/oferta/kawalerka-w-budynku-z-2004r-ID4nmkj,TRUE,4nmkj
17-10-2023,597908,primary,61.64,FALSE,null,agency,3,https://otodom.pl/pl/oferta/3-pokoje-parter-ogrodek-taras-19-m2-ID4mBzc,TRUE,4mBzc
17-10-2023,650000,secondary,45.1,FALSE,null,agency,2,https://otodom.pl/pl/oferta/metro-mlociny-ladny-widok-z-balkonu-ID4njMH,TRUE,4njMH
17-10-2023,332029,primary,37.23,FALSE,null,developer,2,https://otodom.pl/pl/oferta/osiedle-linea-buk-logo-mieszkanie-b-lg-1-6-ID4hlFf,TRUE,4hlFf
17-10-2023,420000,secondary,96,FALSE,null,agency,4,https://otodom.pl/pl/oferta/wyjatkowe-4-pokojowe-mieszkanie-w-centrum-bytomia-ID4nntP,TRUE,4nntP
17-10-2023,1205000,secondary,101.8,FALSE,null,agency,4,https://otodom.pl/pl/oferta/doskonaly-standard-kamieniczny-styl-balkon-ID4nkKN,TRUE,4nkKN
17-10-2023,1200000,secondary,64.5,FALSE,null,agency,2,https://otodom.pl/pl/oferta/2-pokojebalkongarazprzy-hali-mirowskiej-ID4nflD,TRUE,4nflD
17-10-2023,1499999,secondary,79.5,FALSE,null,private,4,https://otodom.pl/pl/oferta/przestronne-mieszkanie-forty-bema-ID4mSvl,TRUE,4mSvl
17-10-2023,360000,secondary,49.23,FALSE,null,agency,2,https://otodom.pl/pl/oferta/2-osobne-pokoje-blisko-dworca-inwestycyjne-ID4nq9T,TRUE,4nq9T
17-10-2023,585650,primary,65.12,FALSE,null,developer,2,https://otodom.pl/pl/oferta/2-pokoje-na-ii-pietrze-rozkladowe-plochocinska-ID4nir8,TRUE,4nir8
17-10-2023,569000,secondary,49,FALSE,null,agency,2,https://otodom.pl/pl/oferta/mieszkanie-przy-parku-centralnym-ul-knosaly-ID4nvyQ,TRUE,4nvyQ
17-10-2023,500324,primary,49.84,FALSE,null,agency,3,https://otodom.pl/pl/oferta/oferta-3-pokoje-o-k-a-z-ja-wysokie-rabaty-ID4ngyz,TRUE,4ngyz
17-10-2023,566300,primary,65.41,TRUE,null,agency,4,https://otodom.pl/pl/oferta/cztery-pokoje-lazienka-wc-taras-9m2-ogrod-30m2-ID4nqZ6,TRUE,4nqZ6
17-10-2023,885336,primary,39.88,FALSE,null,agency,2,https://otodom.pl/pl/oferta/nowa-inwestycja-na-mokotowie-dom-hygge-twin-ID4nw5I,TRUE,4nw5I
17-10-2023,229000,secondary,46.07,FALSE,null,agency,3,https://otodom.pl/pl/oferta/mieszkanie-m-4-46mkw-sienkiewicza-ID4nvOW,TRUE,4nvOW
17-10-2023,1150000,primary,61,FALSE,null,agency,3,https://otodom.pl/pl/oferta/swietna-lokalizacja-z-duzym-tarasem-i-balkonem-ID4nyiy,TRUE,4nyiy
17-10-2023,519000,secondary,57.69,FALSE,null,private,3,https://otodom.pl/pl/oferta/idealne-3-pokojowe-mieszkanie-bezposrednio-ID4nhkn,TRUE,4nhkn
17-10-2023,958900,secondary,59,FALSE,null,agency,2,https://otodom.pl/pl/oferta/osiedle-oficerskie-gotowe-do-wprowadzenia-ID4nwlF,TRUE,4nwlF
17-10-2023,580000,secondary,89.36,TRUE,null,agency,4,https://otodom.pl/pl/oferta/89-36-m2-bezposrednio-os-rodzinne-ID3VEdV,TRUE,3VEdV
17-10-2023,466240,primary,58.28,FALSE,null,developer,3,https://otodom.pl/pl/oferta/funkcjonalne-mieszkanie-osiedle-witosa-b6m-0-6-ID4gyu9,TRUE,4gyu9
17-10-2023,560000,secondary,123,FALSE,null,agency,5,https://otodom.pl/pl/oferta/5-pokojowe-bezczynszowe-mieszkanie-123mkw-ID4ezG8,TRUE,4ezG8
17-10-2023,251160,primary,36.4,TRUE,null,agency,2,https://otodom.pl/pl/oferta/nowa-inwestycja-w-lipianach-300-m-od-jeziora-ID4ndmK,TRUE,4ndmK
17-10-2023,975000,secondary,57.3,FALSE,null,agency,2,https://otodom.pl/pl/oferta/2-pokoje3hduzy-tarasod-zarazkwkomorkagaraz-ID4nd3y,TRUE,4nd3y
17-10-2023,499000,primary,75.42,TRUE,null,private,4,https://otodom.pl/pl/oferta/swarzedz-wrzesinska-mieszkanie-75m2-z-ogrodem-ID4nvV4,TRUE,4nvV4
17-10-2023,260000,secondary,34.2,TRUE,null,private,2,https://otodom.pl/pl/oferta/sprzedam-mieszkanie-ID4nowa,TRUE,4nowa
17-10-2023,499000,primary,75,FALSE,null,agency,4,https://otodom.pl/pl/oferta/apartament-dwupoziomowe-75m2-ogrodki-promocja-ID4neq3,TRUE,4neq3
17-10-2023,442055,primary,29.49,FALSE,null,agency,2,https://otodom.pl/pl/oferta/5-min-pieszo-do-plazy-ID4krEU,TRUE,4krEU
17-10-2023,2850000,secondary,113.2,FALSE,null,agency,3,https://otodom.pl/pl/oferta/elegancki-apartament-z-widokiem-na-park-ID4nloc,TRUE,4nloc
17-10-2023,450000,secondary,56.8,FALSE,null,private,3,https://otodom.pl/pl/oferta/3-pokojowe-mieszkanie-do-wprowadzenia-tysiaclecia-ID4ntr4,TRUE,4ntr4
17-10-2023,490000,secondary,52.67,FALSE,null,private,2,https://otodom.pl/pl/oferta/mieszkanie-53m2-czuby-ul-bursztynowa-klimatyzacja-ID4mFyt,TRUE,4mFyt
17-10-2023,320000,secondary,29.7,FALSE,null,private,2,https://otodom.pl/pl/oferta/rezerwacja-mieszkanie-2-pokoje-29-7-m-ID4nkSU,TRUE,4nkSU
17-10-2023,305000,secondary,50,FALSE,null,agency,2,https://otodom.pl/pl/oferta/tychy-os-a-ul-arkadowa-50m2-2-pokoje-balkon-ID4nrhO,TRUE,4nrhO
17-10-2023,539000,primary,60,TRUE,null,agency,3,https://otodom.pl/pl/oferta/najtansze-4-pokoje-balkon-10m2-klucze-na-juz-ID4nwgt,TRUE,4nwgt
17-10-2023,549122,primary,42.71,TRUE,null,agency,2,https://otodom.pl/pl/oferta/2-pokoje-i-autobus-550m-i-rabat-89-tys-ID4nbmI,TRUE,4nbmI
17-10-2023,609000,secondary,60.2,FALSE,null,agency,4,https://otodom.pl/pl/oferta/piekne-cztery-pokoje-po-remoncie-w-centrum-ID4mvlh,TRUE,4mvlh
17-10-2023,249000,secondary,38.4,FALSE,null,agency,2,https://otodom.pl/pl/oferta/m-3-38-4m2-blok-1p-balkon-srodmiescie-ID4n0qp,TRUE,4n0qp
17-10-2023,650000,secondary,45.83,FALSE,null,agency,3,https://otodom.pl/pl/oferta/3-pokojebalkondwustronneod-zaraz-ID4nvuv,TRUE,4nvuv
17-10-2023,619000,secondary,62,TRUE,null,private,4,https://otodom.pl/pl/oferta/hit-cudowne-i-wyjatkowe-m4-na-piasta-bezposrednio-ID4nyeH,TRUE,4nyeH
17-10-2023,315000,primary,45,FALSE,null,agency,2,https://otodom.pl/pl/oferta/45m2-skrajny-szereg-ogrodek-fotowoltaika-ID4ndXR,TRUE,4ndXR
17-10-2023,520000,secondary,58.83,FALSE,null,agency,2,https://otodom.pl/pl/oferta/mieszkanie-58-83-m-nowy-targ-ID4ns9k,TRUE,4ns9k
17-10-2023,649000,primary,51.56,FALSE,null,agency,3,https://otodom.pl/pl/oferta/gotowe-3-pokoje-52mkw-spokojna-okolica-ID4nylr,TRUE,4nylr
17-10-2023,389665,primary,36.9,TRUE,null,agency,2,https://otodom.pl/pl/oferta/kameralnie-pod-kredyt-2-blisko-lidl-i-przystanku-ID4ns7w,TRUE,4ns7w
17-10-2023,760000,secondary,53.31,FALSE,null,private,3,https://otodom.pl/pl/oferta/3-pokoje-blisko-metra-wilanowska-ID4nefw,TRUE,4nefw
17-10-2023,755000,secondary,50.6,FALSE,null,agency,2,https://otodom.pl/pl/oferta/rondo-wiatraczna-cicho-balkon-park-10-min-centrum-ID4nq2f,TRUE,4nq2f
17-10-2023,3631500,secondary,134.5,FALSE,null,agency,4,https://otodom.pl/pl/oferta/apartament-przy-parku-kamienica-1910r-2-balkony-ID4ngNX,TRUE,4ngNX
17-10-2023,419000,secondary,48,FALSE,null,agency,3,https://otodom.pl/pl/oferta/spoldzielcze-wlasnosciowe-winda-centrum-ID4nmU5,TRUE,4nmU5
17-10-2023,419000,secondary,110,TRUE,null,private,4,https://otodom.pl/pl/oferta/dom-110m-na-pieknej-dzialce-w-zarkach-ID4mYzu,TRUE,4mYzu
17-10-2023,331900,primary,41.6,TRUE,null,agency,2,https://otodom.pl/pl/oferta/gotowe-2-pokoje-obok-utp-tramwaj-pod-2-ID4nupH,TRUE,4nupH
17-10-2023,500000,primary,42.4,TRUE,null,agency,2,https://otodom.pl/pl/oferta/2023-taras-na-dachu-balkon-9m2-kredyt-2-ID4nmJj,TRUE,4nmJj
17-10-2023,599000,secondary,32,FALSE,null,agency,1,https://otodom.pl/pl/oferta/elegancka-kawalerka-z-zielonym-widokiem-na-woli-ID4nq7y,TRUE,4nq7y
17-10-2023,285000,secondary,31,TRUE,null,private,2,https://otodom.pl/pl/oferta/mieszkanie-2-pokojowe-31m2-osiedle-semeko-ID4nxXl,TRUE,4nxXl
17-10-2023,1041480,secondary,47.34,FALSE,null,agency,2,https://otodom.pl/pl/oferta/przy-metrze-pod-inwestycje-2-pokoje-do-remontu-ID4nlWg,TRUE,4nlWg
17-10-2023,439999,primary,98.07,FALSE,null,developer,5,https://otodom.pl/pl/oferta/villa-park-brodowo-boisko-plac-zabaw-nr-38-ID4nhfj,TRUE,4nhfj
17-10-2023,1169763,primary,147.14,FALSE,null,agency,5,https://otodom.pl/pl/oferta/mieszkanie-do-aranzacji-dla-siebie-lub-inwestycje-ID4krrl,TRUE,4krrl
17-10-2023,449000,secondary,61.48,FALSE,null,agency,3,https://otodom.pl/pl/oferta/rezerwacja-3-pokoje-kanta-40c-jaroty-olsztyn-ID4nepA,TRUE,4nepA
17-10-2023,599000,secondary,35,FALSE,null,agency,2,https://otodom.pl/pl/oferta/osiedle-avia-2-pokoje-balkon-zielona-okolica-ID4nv8E,TRUE,4nv8E
17-10-2023,389000,secondary,64.3,TRUE,null,agency,3,https://otodom.pl/pl/oferta/3-pokoje-oddzielna-kuchnia-super-cena-polecam-ID4ngA7,TRUE,4ngA7
17-10-2023,495000,secondary,67,FALSE,null,agency,3,https://otodom.pl/pl/oferta/m-4-srodmiescie-ID4ny61,TRUE,4ny61
17-10-2023,429000,primary,63.73,TRUE,null,agency,4,https://otodom.pl/pl/oferta/wielki-powrot-4-pokoje-ogrodek-70m2-2-x-mp-ID4nlcT,TRUE,4nlcT
17-10-2023,558851,primary,65,TRUE,null,agency,4,https://otodom.pl/pl/oferta/przy-metrze-i-manu-duzy-balkon-garaz-20-tys-ID4nm37,TRUE,4nm37
17-10-2023,359000,secondary,53.6,FALSE,null,private,3,https://otodom.pl/pl/oferta/mieszkanie-wysoki-standard-v-osiedle-ID4mj8e,TRUE,4mj8e
17-10-2023,230000,secondary,38.19,TRUE,null,agency,1,https://otodom.pl/pl/oferta/kawalerka-w-centrum-miasta-ID4evpz,TRUE,4evpz
17-10-2023,399000,secondary,20.3,FALSE,null,private,1,https://otodom.pl/pl/oferta/kawalerka-20m-w-oliwie-ID41zlV,TRUE,41zlV
17-10-2023,280000,secondary,47,FALSE,null,agency,2,https://otodom.pl/pl/oferta/okazja-3-pokojowe-po-generalnym-remoncie-ID4nsrP,TRUE,4nsrP
17-10-2023,614123,primary,62.64,FALSE,null,agency,4,https://otodom.pl/pl/oferta/4-nowe-pokoje-okazja-dni-otwarte-ID4nbHz,TRUE,4nbHz
04-09-2023,580000,secondary,41,FALSE,null,agency,3,https://www.otodom.pl/pl/oferta/wola-mieszkanie-41-m-kamienica-przy-parku-metro-ID4kQuY,TRUE,4kQuY
04-09-2023,547000,secondary,46.72,TRUE,null,agency,2,https://www.otodom.pl/pl/oferta/wyremontowane-mieszkanie-w-samym-centrum-poznania-ID4jDCL,TRUE,4jDCL
04-09-2023,1560000,secondary,200,TRUE,null,agency,4,https://www.otodom.pl/pl/oferta/wyjatkowa-posiadlosc-na-warmii-ID4f16J,TRUE,4f16J
04-09-2023,995000,primary,75.91,TRUE,null,developer,3,https://www.otodom.pl/pl/oferta/z-wlasna-linia-brzegowa-ID4iWf8,TRUE,4iWf8
04-09-2023,3320000,secondary,214,TRUE,null,agency,5,https://www.otodom.pl/pl/oferta/wyjatkowy-parterowy-dom-ID4mnSJ,TRUE,4mnSJ
04-09-2023,1350000,secondary,49.12,TRUE,null,agency,2,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-towarowa-39-ataner-ID4mjUg,TRUE,4mjUg
04-09-2023,518298,primary,78.5,FALSE,null,agency,3,https://www.otodom.pl/pl/oferta/willa-park-najlepsza-lokalizacja-w-rybniku-d4-ID4kLeg,TRUE,4kLeg
04-09-2023,799000,secondary,51.7,FALSE,null,agency,2,https://www.otodom.pl/pl/oferta/wyjatkowy-apartament-na-osiedlu-platan-ID4jg0H,TRUE,4jg0H
20-09-2023,790000,secondary,84.1,FALSE,null,agency,2,https://otodom.pl/pl/oferta/dwupoziomowe-mieszkanie-rokitki-ul-tczewska-ID4mUvS,TRUE,4mUvS
20-09-2023,576633,primary,83.57,TRUE,null,developer,3,https://otodom.pl/pl/oferta/mieszkanie-z-2-balkonami-z-widokiem-na-las-ID4mJyp,TRUE,4mJyp
20-09-2023,867000,secondary,88,FALSE,null,agency,3,https://otodom.pl/pl/oferta/wyjatkowe-mieszkanie-blisko-politechniki-ID4mReh,TRUE,4mReh
20-09-2023,952999,primary,72.2,FALSE,null,agency,4,https://otodom.pl/pl/oferta/dwustronny-apartament-4-pokoje-70m-wroclaw-olbin-ID4mNtD,TRUE,4mNtD
20-09-2023,819940,primary,74.54,FALSE,null,developer,3,https://otodom.pl/pl/oferta/3-pokoje-apartament-z-pieknym-widokiem-na-wisle-ID4mQUb,TRUE,4mQUb
20-09-2023,760000,secondary,76.93,FALSE,null,agency,2,https://otodom.pl/pl/oferta/piekne-dwupoziomowe-mieszkanie-dla-rodziny-ID4mJ5m,TRUE,4mJ5m
20-09-2023,645000,secondary,65,FALSE,null,agency,4,https://otodom.pl/pl/oferta/m4-65mkw-2-pietro-obwiednia-pld-dzielnica-smolna-ID4mY7K,TRUE,4mY7K
20-09-2023,1705000,secondary,134.34,FALSE,null,agency,5,https://otodom.pl/pl/oferta/dwupoziomowe-widok-na-zatoke-blisko-centrum-ID4mN74,TRUE,4mN74
20-09-2023,810097,primary,75.71,TRUE,null,agency,4,https://otodom.pl/pl/oferta/4-pokoje-wysoki-standard-deweloperski-ID4mXGF,TRUE,4mXGF
20-09-2023,799000,secondary,54.5,FALSE,null,agency,2,https://otodom.pl/pl/oferta/piekne-mieszkanie-w-starej-kamienicy-oliwa-ID4mRTu,TRUE,4mRTu
20-09-2023,1320000,secondary,68.49,FALSE,null,agency,3,https://otodom.pl/pl/oferta/apartament-z-widokiem-na-stare-miasto-ID4n0AB,TRUE,4n0AB
20-09-2023,1787000,primary,73.52,FALSE,null,agency,3,https://otodom.pl/pl/oferta/widok-na-zatoke-gdanska-apartament-premium-ID4mTdA,TRUE,4mTdA
20-09-2023,1293234,primary,96.51,TRUE,null,private,5,https://otodom.pl/pl/oferta/potokowa-park-gdansk-matemblewo-3b-4-ID4mToh,TRUE,4mToh
20-09-2023,729000,secondary,112.22,FALSE,null,agency,3,https://otodom.pl/pl/oferta/prestizowy-apartament-po-remoncie-aleja-n-m-p-ID4mYlY,TRUE,4mYlY
20-09-2023,3682609,primary,116.94,TRUE,null,agency,4,https://otodom.pl/pl/oferta/penthouse-szklany-dach-wykonczony-i-wyposazony-ID4mQU5,TRUE,4mQU5
20-09-2023,899000,secondary,72.82,FALSE,null,agency,4,https://otodom.pl/pl/oferta/dla-rodziny-lub-do-podzialu-na-2-mieszkania-2p-ID4mM83,TRUE,4mM83
